,Unnamed: 0,email_id,content,topics,main_topic,probability
841,841,841,"['mari', 'I', 'got', 'email', 'Go', 'ahead', 'get', 'carpet', 'shampooer', 'make', 'sure', 'come', 'back', 'clean', 'use', 'wade', 'tenant', 'As', 'far', 'W2', 'I', 'look', 'rule', 'withhold', 'social', 'secur', 'I', 'call', 'later', 'today', 'discu', 'phillip']","[('I', 0.064516194), ('withhold', 0.032258067), ('As', 0.032258067), ('far', 0.032258067), ('W2', 0.032258067), ('look', 0.032258067), ('rule', 0.032258067), ('tenant', 0.032258067), ('later', 0.032258067), ('today', 0.032258067)]",I,0.06451619
842,842,842,"['phillip', 'I', 'applaud', 'use', 'cycl', 'daili', 'transport', 'save', 'ga', 'pollut', 'help', 'keep', 'strong', 'healthi', 'enron', 'provid', 'bike', 'rack', 'front', 'build', 'request', 'phillip', 'I', 'wish', 'could', 'accommod', 'request', 'howev', 'the', 'bodi', 'shop', 'capac', 'assum', 'respons', 'store', 'cycl', 'daili', 'basi', 'If', 'bring', 'good', 'lock', 'abl', 'secur', 'bike', 'design', 'outsid', 'rack', 'keep', 'pedal', 'lee']","[('rack', 0.03191491), ('request', 0.03191491), ('phillip', 0.03191491), ('I', 0.03191491), ('cycl', 0.03191491), ('daili', 0.03191491), ('keep', 0.03191491), ('bike', 0.03191491), ('basi', 0.021276591), ('assum', 0.021276591)]",rack,0.0319149
843,843,843,"['mari', 'It', 'OK', 'buy', 'carpet', 'shampooer', 'about', 'w2', 'would']","[('mari', 0.11111111), ('It', 0.11111111), ('OK', 0.11111111), ('buy', 0.11111111), ('carpet', 0.11111111), ('shampooer', 0.11111111), ('about', 0.11111111), ('w2', 0.11111111), ('would', 0.11111111)]",mari,0.1111111
844,844,844,"['In', 'energi', 'insight', 'wednesday', 'decemb', '13', '2000', 'In', 'energi', 'insight', 'today', 'blue', 'banner', 'subscrib', 'demandsid', 'manag', 'make', 'resurg', 'reliabl', 'issu', 'increas', 'demand', 'find', 'httpwwweinsightcom', 'In', 'energi', 'insight', '2000', 'red', 'banner', 'premiumpay', 'access', 'In', 'energi', 'insight', 'energi', 'servic', 'electr', 'deregul', 'spark', 'inform', 'technolog', 'revolut', 'In', 'energi', 'insight', 'fuel', 'ocean', 'wave', 'research', 'endless', 'sourc', 'electr', 'gener', 'also', 'read', 'latest', 'news', 'headlin', 'util', 'telecom', 'diversif', 'httpwwweinsightcom', 'market', 'brief', 'tuesday', 'decemb', '12', 'stock', 'close', 'chang', 'chang', 'djia', '1076827', '425', '04', 'DJ', '15', 'util', '38857', '22', '06', 'nasdaq', '293177', '833', '28', 'SP', '500', '137118', '90', '07', 'market', 'vol', 'close', 'chang', 'chang', 'amex', '000', '71436', '278330', '280', 'nasdaq', '000', '1920993', '5298830', '216', 'nyse', '000', '1079963', '1345670', '111', 'commod', 'close', 'chang', 'chang', 'crude', 'oil', 'nov', '2969', '019', '064', 'heat', 'oil', 'nov', '0961', '002', '221', 'nat', 'ga', 'henri', '8145', '127', '1347', 'palo', 'verd', 'nov', '200', '000', '000', 'cob', 'nov', '97', '000', '000', 'pjm', 'nov', '64', '000', '000', 'dollar', 'US', 'close', 'chang', 'chang', 'australia', '1847', '000', '016', 'canada', '1527', '000', '026', 'germani', 'dmark', '2226', '000', '018', 'euro', '08796', '000', '030', 'japan', 'en', '11150', '080', '072', 'mexico', 'NP', '947', '002', '021', 'UK', 'pound', '06906', '000', '058', 'foreign', 'indic', 'close', 'chang', 'chang', 'arg', 'merval', '42101', '391', '094', 'austr', 'all', 'ord', '324850', '370', '011', 'braz', 'bovespa', '1490602', '28193', '18562742', 'can', 'tse', '300', '934297', '23895', '24937591', 'germani', 'dax', '673359', '4893', '07214133', 'HK', 'hangseng', '153296', '7894', '05123133', 'japan', 'nikkei', '225', '1511464', '9894', '066', 'mexico', 'ipc', '582812', '000', '000', 'UK', 'ftse', '100', '639040', '201', '03', 'sourc', 'yahoo']","[('000', 0.04009481), ('chang', 0.025943657), ('energi', 0.016509566), ('In', 0.014151041), ('nov', 0.014151041), ('close', 0.014151041), ('insight', 0.014151041), ('decemb', 0.0070754807), ('electr', 0.0070754807), ('httpwwweinsightcom', 0.0070754807)]",000,0.0400948
845,845,845,"['slide', 'today', 'meet', 'attach']","[('slide', 0.25), ('today', 0.25), ('meet', 0.25), ('attach', 0.25)]",slide,0.2
846,846,846,"['ill', 'get', 'back', 'I', 'know', 'sent', 'financi', 'clinton', 'energyil', 'check', 'see', 'enough', 'In', 'meantim', 'possibl', 'show', 'indic', 'quot', 'I', 'ask', 'pleas', 'advis', 'georg', 'georg', 'rahal', 'manag', 'ga', 'trade', 'acn', 'power', 'inc', '7926', 'jone', 'branch', 'drive', 'suit', '630', 'mclean', 'VA', '221023303', 'phone', '7038934330', 'ext', '1023', 'fax', '7038934390', 'cell', '4432557699', 'origin', 'messag', 'from', 'phillipkallenenroncom', 'mailtophillipkallenenroncom', 'sent', 'monday', 'februari', '07', '2000', '554', 'PM', 'To', 'georgerahalacnpowercom', 'subject', 'Re', 'W', 'basi', 'quot', 'georg', 'can', 'pleas', 'call', 'credit', 'desk', '7138531803', 'they', 'receiv', 'financi', 'acn', 'power', 'thank', 'phillip', 'allen']","[('georg', 0.025806502), ('sent', 0.01935486), ('quot', 0.01935486), ('acn', 0.019354858), ('pleas', 0.019354858), ('I', 0.019354858), ('power', 0.019354858), ('financi', 0.019354858), ('monday', 0.012903225), ('2000', 0.012903225)]",georg,0.02580650
847,847,848,"['ill', 'get', 'back', 'I', 'know', 'sent', 'financi', 'clinton', 'energyil', 'check', 'see', 'enough', 'In', 'meantim', 'possibl', 'show', 'indic', 'quot', 'I', 'ask', 'pleas', 'advis', 'georg', 'georg', 'rahal', 'manag', 'ga', 'trade', 'acn', 'power', 'inc', '7926', 'jone', 'branch', 'drive', 'suit', '630', 'mclean', 'VA', '221023303', 'phone', '7038934330', 'ext', '1023', 'fax', '7038934390', 'cell', '4432557699', 'origin', 'messag', 'from', 'phillipkallenenroncom', 'mailtophillipkallenenroncom', 'sent', 'monday', 'februari', '07', '2000', '554', 'PM', 'To', 'georgerahalacnpowercom', 'subject', 'Re', 'W', 'basi', 'quot', 'georg', 'can', 'pleas', 'call', 'credit', 'desk', '7138531803', 'they', 'receiv', 'financi', 'acn', 'power', 'thank', 'phillip', 'allen']","[('georg', 0.025806502), ('quot', 0.01935486), ('acn', 0.019354858), ('sent', 0.019354858), ('pleas', 0.019354858), ('I', 0.019354858), ('power', 0.019354858), ('financi', 0.019354858), ('mailtophillipkallenenroncom', 0.012903225), ('2000', 0.012903225)]",georg,0.02580650
848,848,849,"['pleas', 'get', 'randi', 'resolv']","[('pleas', 0.25), ('get', 0.25), ('randi', 0.25), ('resolv', 0.25)]",pleas,0.2
849,849,850,"['georg', 'can', 'pleas', 'call', 'credit', 'desk', '7138531803', 'they', 'receiv', 'financi', 'acn', 'power', 'thank', 'phillip', 'allen']","[('receiv', 0.06666667), ('they', 0.06666667), ('phillip', 0.06666667), ('thank', 0.06666667), ('power', 0.06666667), ('acn', 0.06666667), ('financi', 0.06666667), ('georg', 0.06666667), ('credit', 0.06666667), ('call', 0.06666667)]",receiv,0.0666666
850,850,851,"['kim', 'doublecheck', 'juli', 'G', 'I', 'think', 'ok', 'pay', 'jan', 'demand', 'charg']","[('kim', 0.090909086), ('doublecheck', 0.090909086), ('juli', 0.090909086), ('G', 0.090909086), ('I', 0.090909086), ('think', 0.090909086), ('ok', 0.090909086), ('pay', 0.090909086), ('jan', 0.090909086), ('demand', 0.090909086)]",kim,0.09090908
851,851,852,"['I', 'think', 'steven', 'wolf', 'person', 'talk', 'move', 'kim', 'oling', 'differ', 'RC', 'code']","[('kim', 0.08333334), ('talk', 0.08333334), ('RC', 0.08333334), ('differ', 0.08333334), ('oling', 0.08333334), ('I', 0.08333334), ('move', 0.08333334), ('steven', 0.08333334), ('wolf', 0.08333334), ('think', 0.08333334)]",kim,0.0833333
852,852,853,"['still', 'issu']","[('still', 0.5), ('issu', 0.5)]",still,0.
853,853,854,"['I', 'revis', 'suppvendor', 'sheet', 'transfer', 'total', 'summari', 'sheet', 'pleas', 'review', 'let', 'know', 'mind', 'also', 'get', 'W2', 'form', 'tax', 'get', 'your', 'privat', 'free', 'email', 'httpwwwhotmailcom', 'jan00expensexl']","[('get', 0.06250001), ('sheet', 0.06250001), ('your', 0.04166666), ('form', 0.04166666), ('tax', 0.04166666), ('free', 0.04166666), ('privat', 0.04166666), ('email', 0.04166666), ('mind', 0.04166666), ('httpwwwhotmailcom', 0.04166666)]",get,0.0625000
854,854,855,"['12132000', '072207', 'AM', 'To', 'cc', 'subject', 'pete', 'energi', 'tech', 'F', 'Cl', 'support', '2900', 'resist', '3020', 'FG', 'Cl', 'spread', 'support', '25', 'pivot', '50', 'resist', '75', 'F', 'Ho', 'support', '9450', 'resist', '10000', 'FG', 'Ho', 'spread', 'support', '340', 'resiost', '470', 'F', 'Hu', 'support', '7500', 'resist', '7750', 'FG', 'Hu', 'spread', 'support', '90', 'resist', '25', 'F', 'Ng', 'support', '690', 'pivot', '795', 'resist', '900', 'FG', 'Ng', 'spread', 'support', '11', 'resist', '30', 'for', 'see', 'wwwenrgcom']","[('support', 0.0833335), ('resist', 0.0740742), ('FG', 0.046296343), ('F', 0.046296343), ('spread', 0.046296343), ('Cl', 0.02777778), ('pivot', 0.02777778), ('25', 0.02777778), ('Hu', 0.02777778), ('Ho', 0.02777778)]",support,0.083333
855,855,856,"['jim', 'updat', 'curv', 'sent', 'later', '11', 'monday', '27', 'I', 'want', 'keith', 'involv', 'process', 'He', 'today', 'sorri', 'slow', 'turnaround', 'phillip']","[('keith', 0.052631583), ('want', 0.052631583), ('turnaround', 0.052631583), ('slow', 0.052631583), ('sorri', 0.052631583), ('today', 0.052631583), ('He', 0.052631583), ('process', 0.052631583), ('involv', 0.052631583), ('jim', 0.052631583)]",keith,0.05263158
856,856,857,"['tara', 'thi', 'note', 'document', 'approv', 'grant', 'execut', 'id', 'west', 'cash', 'trader', 'thank', 'help', 'phillip']","[('west', 0.07142858), ('execut', 0.07142858), ('help', 0.07142858), ('thank', 0.07142858), ('trader', 0.07142858), ('cash', 0.07142858), ('tara', 0.07142858), ('id', 0.07142858), ('note', 0.07142858), ('approv', 0.07142858)]",west,0.0714285
857,857,858,"['file', 'I', 'show']","[('file', 0.33333334), ('I', 0.33333334), ('show', 0.33333334)]",file,0.3333333
858,858,859,"['vishal', 'resign', 'today']","[('vishal', 0.33333334), ('resign', 0.33333334), ('today', 0.33333334)]",vishal,0.3333333
859,859,860,"['juli', 'the', 'number', 'januari', 'actual', 'flow', 'X', 'ga', 'daili', 'spread', '463000', 'actual', 'flow', 'X', 'index', 'spread', '543000', 'jan', 'valu', 'origin', 'bid', '1750000', 'estim', 'cost', 'unwind', 'hedg', '1000000', 'base', 'number', 'I', 'suggest', 'offer', 'pay', 'least', '500000', '1500000', 'I', 'want', 'input', 'negoti', 'El', 'paso', 'Do', 'push', 'actual', 'valu', 'season', 'shape', 'unwind', 'cost', 'phillip']","[('actual', 0.043478306), ('X', 0.03260871), ('flow', 0.03260871), ('spread', 0.03260871), ('I', 0.03260871), ('unwind', 0.03260871), ('number', 0.03260871), ('cost', 0.03260871), ('valu', 0.03260871), ('1500000', 0.021739125)]",actual,0.04347830
860,860,861,"['01242000', '0821', 'AM', 'mlenhart', 'mlenhartmailev1net', '01232000', '063413', 'PM', 'pleas', 'respond', 'mlenhartmailev1net', 'To', 'matthew', 'lenharthouectect', 'mmitchmmsncom', 'cc', 'subject', 'dopewar', 'dopewarsex']","[('mlenhartmailev1net', 0.081081085), ('To', 0.054054048), ('pleas', 0.054054048), ('dopewar', 0.054054048), ('subject', 0.054054048), ('cc', 0.054054048), ('mmitchmmsncom', 0.054054048), ('lenharthouectect', 0.054054048), ('matthew', 0.054054048), ('01242000', 0.054054048)]",mlenhartmailev1net,0.08108108
861,861,862,"['Re', 'your', 'livingcom', 'inquiri', 'thank', 'inquiri', 'pleas', 'creat', 'account', 'assist', 'effect', 'futur', 'Go', 'httpwwwlivingcomutilloginjhtml', 'I', 'select', 'piec', 'might', 'work', 'To', 'view', 'simpli', 'click', 'follow', 'url', 'I', 'hope', 'help', 'area', 'rug', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcispenj600282x3', '29', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcccon300703928', '2x329', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcmerilandneedl', '284x629', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcpand5921092289', '5x13529', 'sofa', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcsfup3923a', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle583slp', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle359slp', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcjjhy200104', 'chair', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle566inc', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle711rcl', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle686', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcswoo46137', 'occasion', 'tabl', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcmagp31921', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcpula623102', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlccasr01cen906', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlccasr02cen001', 'dine', 'set', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcvilacomp001', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcsitcfh402chhr', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlccoch24854', 'best', 'regard', 'erika', 'designadvicelivingcom', 'PS', 'check', 'januari', 'clearanc', 'httplivingcomsalesjanuaryclearancejhtml', 'valentin', 'day', 'gift', 'httplivingcomshoppinglistlistjhtmltype2011salevalentin', 'origin', 'messag', 'from', 'pallenenroncom', 'mailtopallenenroncom', 'sent', 'monday', 'januari', '17', '2000', '520', 'PM', 'To', 'designadvicelivingcom', 'subject', 'choos', 'style', 'I', 'plan', 'build', 'hous', 'texa', 'hillcountri', 'the', 'exterior', 'farmhous', 'style', 'porch', 'front', 'back', 'I', 'consid', 'follow', 'featur', 'stain', 'score', 'concret', 'floor', 'open', 'livingdiningkitchen', 'concept', 'lot', 'window', 'home', 'offic', '4', 'bedroom', 'upstair', 'I', 'want', 'relax', 'comfort', 'style', 'exactli', 'countri', 'can', 'help', 'addit', 'person', 'info', 'ID', '3052970', 'email', 'pallenenroncom', 'firstnam', 'phillip', 'lastnam', 'allen']","[('I', 0.022472026), ('style', 0.01498132), ('januari', 0.011235973), ('To', 0.011235973), ('follow', 0.011235973), ('designadvicelivingcom', 0.011235973), ('inquiri', 0.011235973), ('pallenenroncom', 0.011235973), ('help', 0.011235973), ('PS', 0.007490634)]",I,0.02247202
862,862,863,"['will', 'I', 'didnt', 'get', 'review', 'I', 'give', 'feedback', 'tomorrow', 'morn', 'phillip']","[('I', 0.14285715), ('will', 0.09523809), ('didnt', 0.09523809), ('get', 0.09523809), ('review', 0.09523809), ('give', 0.09523809), ('feedback', 0.09523809), ('tomorrow', 0.09523809), ('morn', 0.09523809), ('phillip', 0.09523809)]",I,0.1428571
863,863,864,"['tara', 'pleas', 'make', 'follow', 'chang', 'ftwest', 'chang', 'master', 'person', 'phillip', 'allen', 'keith', 'holst', 'imwestchang', 'master', 'person', 'bob', 'shire', 'phillip', 'allen', 'mock', 'exist', 'profil', 'pleas', 'make', 'chang', '11700', 'noon', 'thank', 'phillip']","[('phillip', 0.07843141), ('chang', 0.07843141), ('master', 0.058823537), ('make', 0.058823537), ('pleas', 0.058823537), ('allen', 0.058823537), ('person', 0.058823537), ('profil', 0.039215673), ('mock', 0.039215673), ('11700', 0.039215673)]",phillip,0.0784314
864,864,865,"['susan', 'I', 'receiv', 'enrol', 'confirm', 'class', 'I', 'sign', 'Is', 'mistak', 'phillip', 'allen']","[('I', 0.13043483), ('susan', 0.08695652), ('receiv', 0.08695652), ('enrol', 0.08695652), ('confirm', 0.08695652), ('class', 0.08695652), ('sign', 0.08695652), ('Is', 0.08695652), ('mistak', 0.08695652), ('phillip', 0.08695652)]",I,0.1304348
865,865,866,"['transwestern', 'pipelin', 'Co', 'post', 'new', 'notic', 'sinc', 'last', 'check', '12122000', '64801', 'PM', 'newest', 'notic', 'look', 'like', 'capac', 'constraint', 'dec', '12', '2000', '924pm', 'dec', '13', '2000', '900am', 'dec', '14', '2000', '859am', '2236', 'alloc', 'san', 'juan', 'later', 'pleas', 'click', 'follow', 'go', 'web', 'site', 'detail', 'httpiosetsenroncominfopostingssharedetnoncriticalnoticeaspcompani', '60']","[('dec', 0.04819282), ('2000', 0.04819282), ('notic', 0.036144596), ('juan', 0.024096385), ('click', 0.024096385), ('14', 0.024096385), ('859am', 0.024096385), ('2236', 0.024096385), ('alloc', 0.024096385), ('san', 0.024096385)]",dec,0.0481928
866,866,867,"['jeffbrenda', 'pleas', 'author', 'follow', 'product', 'approv', 'custom', 'expect', 'see', '114', 'pge', 'citygatedaili', 'physic', 'bom', 'physic', 'monthli', 'index', 'physic', 'malindaili', 'physic', 'bom', 'physic', 'monthli', 'index', 'physic', 'keystonemonthli', 'index', 'physic', 'socal', 'borderdaili', 'physic', 'bom', 'physic', 'monthli', 'index', 'physic', 'pge', 'topockdaili', 'physic', 'bom', 'physic', 'monthli', 'index', 'physic', 'pleas', 'approv', 'forward', 'dale', 'neuner', 'thank', 'phillip']","[('physic', 0.18181843), ('index', 0.077922136), ('bom', 0.064935096), ('monthli', 0.064935096), ('pge', 0.03896103), ('pleas', 0.03896103), ('approv', 0.03896103), ('socal', 0.025974004), ('thank', 0.025974004), ('keystonemonthli', 0.025974004)]",physic,0.1818184
867,867,868,"['call', 'I', 'cant', 'get']","[('call', 0.25), ('I', 0.25), ('cant', 0.25), ('get', 0.25)]",call,0.2
868,868,869,"['forecast', 'socal', 'demandrecstorag', 'look', 'like', 'need', 'ga', 'ehrenbergth', 'swing', 'receipt', 'point', '98', '99']","[('ehrenbergth', 0.07692308), ('ga', 0.07692308), ('98', 0.07692308), ('point', 0.07692308), ('receipt', 0.07692308), ('swing', 0.07692308), ('forecast', 0.07692308), ('demandrecstorag', 0.07692308), ('like', 0.07692308), ('socal', 0.07692308)]",ehrenbergth,0.0769230
869,869,870,"['jeffbrenda', 'pleas', 'author', 'forward', 'tara', 'sweitzer', 'pleas', 'set', 'follow', 'abil', 'setup', 'manag', 'product', 'stack', 'manag', 'steve', 'south', 'tori', 'kuykendal', 'jani', 'tholt', 'frank', 'ermi', 'matt', 'lenhart', 'note', 'the', 'type', 'product', 'trader', 'manag', 'le', '1', 'month', 'physic', 'west', 'also', 'pleas', 'grant', 'access', 'password', 'enabl', 'trader', 'execut', 'book', 'book', 'trade', 'eol', 'If', 'possibl', 'restrict', 'execut', 'author', 'product', 'first', '3', 'month', 'thank', 'phillip', 'allen']","[('pleas', 0.0366973), ('product', 0.0366973), ('manag', 0.0366973), ('author', 0.027522953), ('trader', 0.027522951), ('book', 0.027522951), ('execut', 0.027522951), ('month', 0.027522951), ('physic', 0.01834862), ('enabl', 0.01834862)]",pleas,0.036697
870,870,871,"['mari', 'receiv', 'email', '17', 'messag', 'pleas', 'tri', 'phillip']","[('mari', 0.125), ('receiv', 0.125), ('email', 0.125), ('17', 0.125), ('messag', 0.125), ('pleas', 0.125), ('tri', 0.125), ('phillip', 0.125)]",mari,0.12
871,871,872,"['Hi', 'We', 'recent', 'face', 'question', 'concern', 'cement', 'floor', 'finish', 'here', 'found', 'oringin', 'plan', 'stamp', 'pigment', 'color', 'ad', 'cement', 'plant', 'stain', 'accent', 'highlight', 'simul', 'sautillo', 'tile', 'our', 'project', 'rather', 'larg', '2900', 'sq', 'ft', 'SB', 'hous', '1800', 'sq', 'ft', 'porch', 'surround', 'lot', 'cement', 'approx', '160', 'sq', 'yd', 'after', 'look', 'cost', 'chang', 'mind', 'rather', 'quickli', 'labor', 'stamp', 'crew', '250000', 'davi', 'color', 'stain', '4lb', 'per', 'yd', 'x', '100', 'yd', 'x', '18', 'lb', '720000', 'these', 'beyond', 'cost', 'concret', 'actual', 'result', 'took', 'truck', 'trailer', 'mexico', 'handpick', 'sautillo', 'tile', 'insid', 'hous', 'chang', 'color', 'cement', 'porch', '1lb', 'per', 'yd', 'mix', 'color', 'ad', 'overrun', 'tile', 'left', 'stringer', 'porch', 'accent', 'acid', 'etch', 'stain', 'tile', 'transport', '300000', 'labor', 'mastic', 'beer', 'tile', 'set', '140000', 'acid', 'stain', 'porch', '35000', 'davi', 'pigment', '15', 'x', '40', 'yd', '60000', 'I', 'get', 'info', 'stain', 'like', 'I', 'order', 'compani', 'web', 'cant', 'rememb', 'hand', 'I', 'order', 'sampl', 'kit', '3500', '7', 'color', 'mix', 'match', 'result', 'want', 'It', 'easi', 'work', 'much', 'like', 'paint', 'water', 'color', 'larg', 'scale', 'hope', 'help', 'matt', 'kizziah']","[('color', 0.025735417), ('stain', 0.02205892), ('yd', 0.02205892), ('tile', 0.02205892), ('porch', 0.018382415), ('cement', 0.018382415), ('I', 0.014705915), ('sq', 0.014705915), ('x', 0.014705915), ('per', 0.011029419)]",color,0.02573541
872,872,873,"['paa27941', 'sender', 'ownerstrawbalecrestorg', 'preced', 'bulk', 'the', '1999', 'hemp', 'year', 'review', 'the', 'millennium', 'readi', 'issu', '7', 'hemp', 'commerc', 'farm', 'report', 'hcfr', 'onlin', 'start', 'new', 'year', 'hemp', 'good', 'read', 'special', 'issu', 'hcfr', '7', 'found', 'onlin', 'hemphasiscom', 'globalhempcom', 'hemp', 'cyberfarmcom', 'httpwwwhemphasiscom', 'httpwwwglobalhempcommediamagazineshcfr1999decembertocshtml', 'httpwwwhempcyberfarmcompstindexhtml', 'thi', 'issu', 'also', 'post', 'soon', 'possibl', 'httpwwwhemptradecomhcfr', 'httpwwwhemppagescomhwmaghtml', 'IN', 'thi', 'issu', 'part', 'one', 'editori', 'To', 'editor', 'the', 'year', 'review', 'the', 'top', 'stori', 'genet', 'modifi', 'hemp', 'part', 'two', 'harvest', 'notebook', 'part', 'iii', '1', 'poor', 'organ', 'farm', 'practic', 'produc', 'poor', 'yield', '2', 'hemp', 'report', 'updat', 'northern', 'ontario', 'performancebas', 'industri', 'hemp', 'fibr', 'will', 'drive', 'industri', 'procur', '21st', 'centuri', 'part', 'II', 'part', 'three', 'benchmark', 'studi', 'hemp', 'use', 'commun', 'strategi', 'By', 'number', 'the', 'hcfr', 'list', 'histor', 'hemp', 'highlight', 'associ', 'new', 'northern', 'hemp', 'gather', 'hazelton', 'BC', 'upcom', 'industri', 'event', 'guelph', 'organ', 'show', 'paperweek', '2000', 'hemp', '2000', 'santa', 'cruz', 'industri', 'hemp', 'expo']","[('hemp', 0.056522056), ('part', 0.026087048), ('the', 0.026087048), ('issu', 0.021739192), ('industri', 0.021739192), ('hcfr', 0.017391337), ('year', 0.017391337), ('onlin', 0.013043483), ('thi', 0.013043483), ('farm', 0.013043483)]",hemp,0.05652205
873,873,874,"['4dde116dbca1d3118b130080c840baad02cd53ppimsservicesmcmasterca', 'from', 'wesko', 'georg', 'gweskoppimsservicesmcmasterca', 'To', 'strawbalecrestorg', 'subject', 'radiant', 'heat', 'date', 'tue', '4', 'jan', '2000', '112829', '0500', 'mimevers', '10', 'xmailer', 'internet', 'mail', 'servic', '55265021', 'contenttyp', 'multipartaltern', 'nextpart00101bf56d0c002317', 'contenttyp', 'textplain', 'charsetiso88591', 'sender', 'ownerstrawbalecrestorg', 'preced', 'bulk', 'there', 'number', 'excel', 'site', 'radiant', 'heat', 'includ', 'magazin', 'fine', 'homebuild', 'junejuli', '1992', 'issu', 'radiant', 'panel', 'associ', 'ashra', 'chapter', '6', 'radiantecradi', 'heat', 'system', 'radiantec', 'follow', 'web', 'site', 'httpwwwtwapanelscah', 'indexhtml', 'the', 'good', 'start', 'site', 'number', 'good', 'link', 'let', 'know', 'make', 'search']","[('radiant', 0.029197127), ('site', 0.029197127), ('heat', 0.029197127), ('contenttyp', 0.02189783), ('good', 0.02189783), ('number', 0.02189783), ('1992', 0.014598537), ('associ', 0.014598537), ('panel', 0.014598537), ('issu', 0.014598537)]",radiant,0.02919712
874,874,875,"['receiv', 'file', 'It', 'work', 'good', 'job']","[('receiv', 0.16666667), ('file', 0.16666667), ('It', 0.16666667), ('work', 0.16666667), ('good', 0.16666667), ('job', 0.16666667)]",receiv,0.1666666
875,875,876,"['pleas', 'give', 'call', '5038052117', 'I', 'need', 'discu', 'someth']","[('pleas', 0.125), ('give', 0.125), ('call', 0.125), ('5038052117', 0.125), ('I', 0.125), ('need', 0.125), ('discu', 0.125), ('someth', 0.125)]",pleas,0.12
876,876,877,"['In', 'messag', 'date', '1400', '31850', 'PM', 'eastern', 'standard', 'time', 'mccormickelkusmanfredicom', 'write', 'there', '3', 'basic', 'method', 'concret', 'color', '1', 'dri', 'addit', 'concret', 'mix', 'prior', 'pour', '2', 'chemic', 'stain', 'appli', 'newold', 'concret', 'surfac', 'beautiful3', 'dryshak', 'fresh', 'concret', 'plu', 'one', 'I', 'post', 'use', 'exterior', 'stain', 'I', 'use', 'expens', 'chemic', 'stuff', 'I', 'bought', 'compani', 'calif', 'I', 'saw', 'fine', 'homebuild', 'not', 'work', 'I', 'use', 'variat', 'malcolm', 'well', 'recommend', 'underground', 'hous', 'book', 'linda']","[('I', 0.04878059), ('concret', 0.04065048), ('use', 0.03252037), ('stain', 0.024390256), ('chemic', 0.024390256), ('expens', 0.016260156), ('post', 0.016260156), ('bought', 0.016260156), ('stuff', 0.016260156), ('plu', 0.016260156)]",I,0.0487805
877,877,878,"['what', 'mari', 'write', 'stage', 'miss', 'I', 'sent', '2', 'email', 'mayb', 'mari', 'stalk', 'gari']","[('mari', 0.12000002), ('2', 0.080000006), ('I', 0.080000006), ('stalk', 0.080000006), ('mayb', 0.080000006), ('email', 0.080000006), ('what', 0.080000006), ('write', 0.080000006), ('stage', 0.080000006), ('sent', 0.080000006)]",mari,0.1200000
