,email_id,content,topics
856,857,"['tara', 'thi', 'note', 'document', 'approv', 'grant', 'execut', 'id', 'west', 'cash', 'trader', 'thank', 'help', 'phillip']","[(8, '0.552*""grant"" + 0.034*""west"" + 0.034*""execut"" + 0.034*""help"" + 0.034*""thank"" + 0.034*""trader"" + 0.034*""cash"" + 0.034*""tara"" + 0.034*""note"" + 0.034*""approv""'), (14, '0.552*""thi"" + 0.034*""west"" + 0.034*""execut"" + 0.034*""help"" + 0.034*""thank"" + 0.034*""trader"" + 0.034*""cash"" + 0.034*""tara"" + 0.034*""note"" + 0.034*""approv""'), (0, '0.552*""thank"" + 0.034*""west"" + 0.034*""execut"" + 0.034*""help"" + 0.034*""trader"" + 0.034*""cash"" + 0.034*""tara"" + 0.034*""id"" + 0.034*""note"" + 0.034*""approv""'), (11, '0.071*""west"" + 0.071*""execut"" + 0.071*""help"" + 0.071*""thank"" + 0.071*""trader"" + 0.071*""cash"" + 0.071*""tara"" + 0.071*""id"" + 0.071*""note"" + 0.071*""approv""'), (1, '0.364*""approv"" + 0.364*""cash"" + 0.023*""west"" + 0.023*""execut"" + 0.023*""help"" + 0.023*""thank"" + 0.023*""trader"" + 0.023*""tara"" + 0.023*""note"" + 0.023*""grant""'), (5, '0.364*""tara"" + 0.364*""execut"" + 0.023*""cash"" + 0.023*""id"" + 0.023*""help"" + 0.023*""thank"" + 0.023*""trader"" + 0.023*""note"" + 0.023*""west"" + 0.023*""approv""'), (4, '0.364*""west"" + 0.364*""document"" + 0.023*""execut"" + 0.023*""help"" + 0.023*""thank"" + 0.023*""trader"" + 0.023*""cash"" + 0.023*""tara"" + 0.023*""note"" + 0.023*""grant""'), (6, '0.552*""trader"" + 0.034*""west"" + 0.034*""execut"" + 0.034*""help"" + 0.034*""thank"" + 0.034*""cash"" + 0.034*""tara"" + 0.034*""id"" + 0.034*""note"" + 0.034*""approv""'), (2, '0.552*""phillip"" + 0.034*""west"" + 0.034*""help"" + 0.034*""thank"" + 0.034*""trader"" + 0.034*""cash"" + 0.034*""tara"" + 0.034*""id"" + 0.034*""note"" + 0.034*""approv""'), (3, '0.364*""help"" + 0.364*""id"" + 0.023*""execut"" + 0.023*""thank"" + 0.023*""trader"" + 0.023*""cash"" + 0.023*""west"" + 0.023*""tara"" + 0.023*""note"" + 0.023*""approv""')]"
857,858,"['file', 'I', 'show']","[(4, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (12, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (14, '0.889*""I"" + 0.056*""file"" + 0.056*""show""'), (5, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (11, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (9, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (8, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (0, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (10, '0.333*""file"" + 0.333*""I"" + 0.333*""show""'), (6, '0.333*""file"" + 0.333*""I"" + 0.333*""show""')]"
858,859,"['vishal', 'resign', 'today']","[(8, '0.889*""today"" + 0.056*""vishal"" + 0.056*""resign""'), (13, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""'), (12, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""'), (11, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""'), (1, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""'), (14, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""'), (2, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""'), (6, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""'), (5, '0.889*""resign"" + 0.056*""vishal"" + 0.056*""today""'), (9, '0.333*""vishal"" + 0.333*""resign"" + 0.333*""today""')]"
859,860,"['juli', 'the', 'number', 'januari', 'actual', 'flow', 'X', 'ga', 'daili', 'spread', '463000', 'actual', 'flow', 'X', 'index', 'spread', '543000', 'jan', 'valu', 'origin', 'bid', '1750000', 'estim', 'cost', 'unwind', 'hedg', '1000000', 'base', 'number', 'I', 'suggest', 'offer', 'pay', 'least', '500000', '1500000', 'I', 'want', 'input', 'negoti', 'El', 'paso', 'Do', 'push', 'actual', 'valu', 'season', 'shape', 'unwind', 'cost', 'phillip']","[(14, '0.186*""463000"" + 0.186*""push"" + 0.186*""jan"" + 0.012*""1500000"" + 0.012*""I"" + 0.012*""suggest"" + 0.012*""offer"" + 0.012*""pay"" + 0.012*""least"" + 0.012*""500000""'), (6, '0.158*""hedg"" + 0.158*""bid"" + 0.158*""offer"" + 0.158*""El"" + 0.010*""500000"" + 0.010*""base"" + 0.010*""I"" + 0.010*""suggest"" + 0.010*""pay"" + 0.010*""least""'), (10, '0.285*""1000000"" + 0.019*""actual"" + 0.018*""want"" + 0.018*""I"" + 0.018*""suggest"" + 0.018*""offer"" + 0.018*""pay"" + 0.018*""least"" + 0.018*""500000"" + 0.018*""1500000""'), (1, '0.225*""phillip"" + 0.225*""543000"" + 0.015*""cost"" + 0.014*""number"" + 0.014*""1500000"" + 0.014*""500000"" + 0.014*""pay"" + 0.014*""least"" + 0.014*""suggest"" + 0.014*""input""'), (4, '0.267*""spread"" + 0.267*""cost"" + 0.138*""negoti"" + 0.009*""X"" + 0.009*""pay"" + 0.009*""500000"" + 0.009*""want"" + 0.009*""least"" + 0.009*""suggest"" + 0.009*""offer""'), (13, '0.267*""number"" + 0.267*""valu"" + 0.138*""estim"" + 0.009*""1500000"" + 0.009*""input"" + 0.009*""suggest"" + 0.009*""offer"" + 0.009*""pay"" + 0.009*""least"" + 0.009*""500000""'), (9, '0.158*""shape"" + 0.158*""ga"" + 0.158*""januari"" + 0.158*""1750000"" + 0.010*""I"" + 0.010*""offer"" + 0.010*""least"" + 0.010*""1500000"" + 0.010*""pay"" + 0.010*""suggest""'), (7, '0.307*""X"" + 0.307*""unwind"" + 0.010*""1500000"" + 0.010*""negoti"" + 0.010*""I"" + 0.010*""suggest"" + 0.010*""offer"" + 0.010*""pay"" + 0.010*""least"" + 0.010*""500000""'), (5, '0.225*""pay"" + 0.225*""500000"" + 0.014*""1500000"" + 0.014*""input"" + 0.014*""base"" + 0.014*""I"" + 0.014*""suggest"" + 0.014*""offer"" + 0.014*""least"" + 0.014*""hedg""'), (12, '0.122*""input"" + 0.122*""want"" + 0.122*""least"" + 0.122*""suggest"" + 0.122*""paso"" + 0.122*""index"" + 0.008*""1500000"" + 0.008*""500000"" + 0.008*""offer"" + 0.008*""I""')]"
860,861,"['01242000', '0821', 'AM', 'mlenhart', 'mlenhartmailev1net', '01232000', '063413', 'PM', 'pleas', 'respond', 'mlenhartmailev1net', 'To', 'matthew', 'lenharthouectect', 'mmitchmmsncom', 'cc', 'subject', 'dopewar', 'dopewarsex']","[(13, '0.492*""mlenhartmailev1net"" + 0.254*""AM"" + 0.016*""matthew"" + 0.016*""pleas"" + 0.016*""dopewar"" + 0.016*""subject"" + 0.016*""cc"" + 0.016*""mmitchmmsncom"" + 0.016*""lenharthouectect"" + 0.016*""01242000""'), (12, '0.333*""lenharthouectect"" + 0.333*""matthew"" + 0.021*""To"" + 0.021*""pleas"" + 0.021*""dopewar"" + 0.021*""subject"" + 0.021*""cc"" + 0.021*""mmitchmmsncom"" + 0.021*""01242000"" + 0.021*""respond""'), (0, '0.485*""mlenhart"" + 0.030*""To"" + 0.030*""pleas"" + 0.030*""dopewar"" + 0.030*""subject"" + 0.030*""cc"" + 0.030*""mmitchmmsncom"" + 0.030*""lenharthouectect"" + 0.030*""matthew"" + 0.030*""01242000""'), (6, '0.333*""subject"" + 0.333*""01232000"" + 0.021*""To"" + 0.021*""pleas"" + 0.021*""dopewar"" + 0.021*""cc"" + 0.021*""mmitchmmsncom"" + 0.021*""lenharthouectect"" + 0.021*""matthew"" + 0.021*""01242000""'), (1, '0.056*""To"" + 0.056*""pleas"" + 0.056*""dopewar"" + 0.056*""subject"" + 0.056*""cc"" + 0.056*""mmitchmmsncom"" + 0.056*""lenharthouectect"" + 0.056*""matthew"" + 0.056*""01242000"" + 0.056*""respond""'), (8, '0.056*""To"" + 0.056*""pleas"" + 0.056*""dopewar"" + 0.056*""subject"" + 0.056*""cc"" + 0.056*""mmitchmmsncom"" + 0.056*""lenharthouectect"" + 0.056*""matthew"" + 0.056*""01242000"" + 0.056*""respond""'), (2, '0.056*""To"" + 0.056*""pleas"" + 0.056*""dopewar"" + 0.056*""subject"" + 0.056*""cc"" + 0.056*""mmitchmmsncom"" + 0.056*""lenharthouectect"" + 0.056*""matthew"" + 0.056*""01242000"" + 0.056*""respond""'), (5, '0.485*""0821"" + 0.030*""To"" + 0.030*""pleas"" + 0.030*""dopewar"" + 0.030*""subject"" + 0.030*""cc"" + 0.030*""mmitchmmsncom"" + 0.030*""lenharthouectect"" + 0.030*""matthew"" + 0.030*""01242000""'), (3, '0.056*""To"" + 0.056*""pleas"" + 0.056*""dopewar"" + 0.056*""subject"" + 0.056*""cc"" + 0.056*""mmitchmmsncom"" + 0.056*""lenharthouectect"" + 0.056*""matthew"" + 0.056*""01242000"" + 0.056*""respond""'), (10, '0.254*""dopewarsex"" + 0.254*""dopewar"" + 0.254*""063413"" + 0.016*""To"" + 0.016*""subject"" + 0.016*""cc"" + 0.016*""mmitchmmsncom"" + 0.016*""lenharthouectect"" + 0.016*""matthew"" + 0.016*""01242000""')]"
861,862,"['Re', 'your', 'livingcom', 'inquiri', 'thank', 'inquiri', 'pleas', 'creat', 'account', 'assist', 'effect', 'futur', 'Go', 'httpwwwlivingcomutilloginjhtml', 'I', 'select', 'piec', 'might', 'work', 'To', 'view', 'simpli', 'click', 'follow', 'url', 'I', 'hope', 'help', 'area', 'rug', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcispenj600282x3', '29', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcccon300703928', '2x329', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcmerilandneedl', '284x629', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcpand5921092289', '5x13529', 'sofa', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcsfup3923a', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle583slp', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle359slp', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcjjhy200104', 'chair', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle566inc', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle711rcl', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle686', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcswoo46137', 'occasion', 'tabl', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcmagp31921', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcpula623102', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlccasr01cen906', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlccasr02cen001', 'dine', 'set', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcvilacomp001', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlcsitcfh402chhr', 'httpwwwlivingcomshoppingitemitemjhtmlproductidlccoch24854', 'best', 'regard', 'erika', 'designadvicelivingcom', 'PS', 'check', 'januari', 'clearanc', 'httplivingcomsalesjanuaryclearancejhtml', 'valentin', 'day', 'gift', 'httplivingcomshoppinglistlistjhtmltype2011salevalentin', 'origin', 'messag', 'from', 'pallenenroncom', 'mailtopallenenroncom', 'sent', 'monday', 'januari', '17', '2000', '520', 'PM', 'To', 'designadvicelivingcom', 'subject', 'choos', 'style', 'I', 'plan', 'build', 'hous', 'texa', 'hillcountri', 'the', 'exterior', 'farmhous', 'style', 'porch', 'front', 'back', 'I', 'consid', 'follow', 'featur', 'stain', 'score', 'concret', 'floor', 'open', 'livingdiningkitchen', 'concept', 'lot', 'window', 'home', 'offic', '4', 'bedroom', 'upstair', 'I', 'want', 'relax', 'comfort', 'style', 'exactli', 'countri', 'can', 'help', 'addit', 'person', 'info', 'ID', '3052970', 'email', 'pallenenroncom', 'firstnam', 'phillip', 'lastnam', 'allen']","[(4, '0.061*""messag"" + 0.061*""concept"" + 0.061*""url"" + 0.061*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle359slp"" + 0.061*""firstnam"" + 0.061*""httpwwwlivingcomshoppingitemitemjhtmlproductidlccasr01cen906"" + 0.061*""email"" + 0.061*""httpwwwlivingcomshoppingitemitemjhtmlproductidlccasr02cen001"" + 0.061*""exactli"" + 0.004*""plan""'), (12, '0.093*""lot"" + 0.093*""sofa"" + 0.093*""regard"" + 0.006*""I"" + 0.006*""the"" + 0.006*""plan"" + 0.006*""build"" + 0.006*""hous"" + 0.006*""texa"" + 0.006*""choos""'), (13, '0.118*""designadvicelivingcom"" + 0.061*""relax"" + 0.061*""dine"" + 0.061*""day"" + 0.061*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle583slp"" + 0.061*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcccon300703928"" + 0.061*""effect"" + 0.061*""occasion"" + 0.004*""hous"" + 0.004*""the""'), (0, '0.079*""4"" + 0.079*""piec"" + 0.079*""PS"" + 0.079*""select"" + 0.079*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcvilacomp001"" + 0.005*""build"" + 0.005*""texa"" + 0.005*""style"" + 0.005*""plan"" + 0.005*""subject""'), (14, '0.111*""januari"" + 0.058*""info"" + 0.058*""2x329"" + 0.058*""origin"" + 0.058*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcsitcfh402chhr"" + 0.058*""choos"" + 0.058*""floor"" + 0.058*""valentin"" + 0.058*""livingcom"" + 0.004*""phillip""'), (8, '0.065*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcispenj600282x3"" + 0.065*""exterior"" + 0.065*""clearanc"" + 0.065*""hous"" + 0.065*""284x629"" + 0.065*""bedroom"" + 0.065*""erika"" + 0.065*""httplivingcomshoppinglistlistjhtmltype2011salevalentin"" + 0.004*""I"" + 0.004*""back""'), (7, '0.106*""pallenenroncom"" + 0.055*""hillcountri"" + 0.055*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcmerilandneedl"" + 0.055*""livingdiningkitchen"" + 0.055*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcclle711rcl"" + 0.055*""addit"" + 0.055*""work"" + 0.055*""view"" + 0.055*""ID"" + 0.055*""lastnam""'), (6, '0.176*""style"" + 0.061*""simpli"" + 0.061*""your"" + 0.061*""mailtopallenenroncom"" + 0.061*""featur"" + 0.061*""score"" + 0.061*""httplivingcomsalesjanuaryclearancejhtml"" + 0.004*""phillip"" + 0.004*""subject"" + 0.004*""build""'), (5, '0.058*""rug"" + 0.058*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcpula623102"" + 0.058*""upstair"" + 0.058*""home"" + 0.058*""comfort"" + 0.058*""build"" + 0.058*""can"" + 0.058*""click"" + 0.058*""stain"" + 0.058*""account""'), (9, '0.106*""help"" + 0.055*""back"" + 0.055*""Go"" + 0.055*""3052970"" + 0.055*""httpwwwlivingcomutilloginjhtml"" + 0.055*""5x13529"" + 0.055*""area"" + 0.055*""httpwwwlivingcomshoppingitemitemjhtmlproductidlcjjhy200104"" + 0.055*""pleas"" + 0.055*""want""')]"
862,863,"['will', 'I', 'didnt', 'get', 'review', 'I', 'give', 'feedback', 'tomorrow', 'morn', 'phillip']","[(7, '0.775*""I"" + 0.025*""will"" + 0.025*""didnt"" + 0.025*""get"" + 0.025*""review"" + 0.025*""give"" + 0.025*""feedback"" + 0.025*""tomorrow"" + 0.025*""morn"" + 0.025*""phillip""'), (6, '0.640*""phillip"" + 0.040*""will"" + 0.040*""I"" + 0.040*""didnt"" + 0.040*""get"" + 0.040*""review"" + 0.040*""give"" + 0.040*""feedback"" + 0.040*""tomorrow"" + 0.040*""morn""'), (1, '0.100*""will"" + 0.100*""I"" + 0.100*""didnt"" + 0.100*""get"" + 0.100*""review"" + 0.100*""give"" + 0.100*""feedback"" + 0.100*""tomorrow"" + 0.100*""morn"" + 0.100*""phillip""'), (9, '0.100*""will"" + 0.100*""I"" + 0.100*""didnt"" + 0.100*""get"" + 0.100*""review"" + 0.100*""give"" + 0.100*""feedback"" + 0.100*""tomorrow"" + 0.100*""morn"" + 0.100*""phillip""'), (14, '0.400*""review"" + 0.400*""feedback"" + 0.025*""will"" + 0.025*""I"" + 0.025*""didnt"" + 0.025*""get"" + 0.025*""give"" + 0.025*""tomorrow"" + 0.025*""morn"" + 0.025*""phillip""'), (2, '0.100*""will"" + 0.100*""I"" + 0.100*""didnt"" + 0.100*""get"" + 0.100*""review"" + 0.100*""give"" + 0.100*""feedback"" + 0.100*""tomorrow"" + 0.100*""morn"" + 0.100*""phillip""'), (10, '0.640*""didnt"" + 0.040*""will"" + 0.040*""I"" + 0.040*""get"" + 0.040*""review"" + 0.040*""give"" + 0.040*""feedback"" + 0.040*""tomorrow"" + 0.040*""morn"" + 0.040*""phillip""'), (8, '0.100*""will"" + 0.100*""I"" + 0.100*""didnt"" + 0.100*""get"" + 0.100*""review"" + 0.100*""give"" + 0.100*""feedback"" + 0.100*""tomorrow"" + 0.100*""morn"" + 0.100*""phillip""'), (13, '0.102*""I"" + 0.100*""will"" + 0.100*""didnt"" + 0.100*""get"" + 0.100*""review"" + 0.100*""give"" + 0.100*""feedback"" + 0.100*""tomorrow"" + 0.100*""morn"" + 0.100*""phillip""'), (5, '0.100*""will"" + 0.100*""I"" + 0.100*""didnt"" + 0.100*""get"" + 0.100*""review"" + 0.100*""give"" + 0.100*""feedback"" + 0.100*""tomorrow"" + 0.100*""morn"" + 0.100*""phillip""')]"
863,864,"['tara', 'pleas', 'make', 'follow', 'chang', 'ftwest', 'chang', 'master', 'person', 'phillip', 'allen', 'keith', 'holst', 'imwestchang', 'master', 'person', 'bob', 'shire', 'phillip', 'allen', 'mock', 'exist', 'profil', 'pleas', 'make', 'chang', '11700', 'noon', 'thank', 'phillip']","[(9, '0.444*""thank"" + 0.028*""holst"" + 0.028*""noon"" + 0.028*""11700"" + 0.028*""profil"" + 0.028*""exist"" + 0.028*""mock"" + 0.028*""shire"" + 0.028*""bob"" + 0.028*""imwestchang""'), (11, '0.608*""person"" + 0.020*""imwestchang"" + 0.020*""keith"" + 0.020*""noon"" + 0.020*""11700"" + 0.020*""profil"" + 0.020*""exist"" + 0.020*""mock"" + 0.020*""shire"" + 0.020*""bob""'), (10, '0.444*""tara"" + 0.028*""holst"" + 0.028*""noon"" + 0.028*""11700"" + 0.028*""profil"" + 0.028*""exist"" + 0.028*""mock"" + 0.028*""shire"" + 0.028*""bob"" + 0.028*""imwestchang""'), (4, '0.608*""allen"" + 0.020*""imwestchang"" + 0.020*""keith"" + 0.020*""noon"" + 0.020*""11700"" + 0.020*""profil"" + 0.020*""exist"" + 0.020*""mock"" + 0.020*""shire"" + 0.020*""bob""'), (2, '0.567*""chang"" + 0.198*""bob"" + 0.012*""imwestchang"" + 0.012*""keith"" + 0.012*""noon"" + 0.012*""11700"" + 0.012*""profil"" + 0.012*""exist"" + 0.012*""mock"" + 0.012*""shire""'), (14, '0.444*""noon"" + 0.029*""allen"" + 0.029*""phillip"" + 0.028*""shire"" + 0.028*""exist"" + 0.028*""imwestchang"" + 0.028*""mock"" + 0.028*""profil"" + 0.028*""keith"" + 0.028*""11700""'), (8, '0.444*""holst"" + 0.028*""keith"" + 0.028*""noon"" + 0.028*""11700"" + 0.028*""profil"" + 0.028*""exist"" + 0.028*""mock"" + 0.028*""shire"" + 0.028*""bob"" + 0.028*""imwestchang""'), (7, '0.314*""profil"" + 0.314*""exist"" + 0.020*""holst"" + 0.020*""keith"" + 0.020*""noon"" + 0.020*""11700"" + 0.020*""mock"" + 0.020*""shire"" + 0.020*""bob"" + 0.020*""imwestchang""'), (1, '0.444*""mock"" + 0.028*""holst"" + 0.028*""keith"" + 0.028*""noon"" + 0.028*""11700"" + 0.028*""profil"" + 0.028*""exist"" + 0.028*""shire"" + 0.028*""bob"" + 0.028*""imwestchang""'), (0, '0.443*""11700"" + 0.030*""master"" + 0.028*""make"" + 0.028*""person"" + 0.028*""profil"" + 0.028*""mock"" + 0.028*""exist"" + 0.028*""bob"" + 0.028*""noon"" + 0.028*""keith""')]"
864,865,"['susan', 'I', 'receiv', 'enrol', 'confirm', 'class', 'I', 'sign', 'Is', 'mistak', 'phillip', 'allen']","[(7, '0.091*""susan"" + 0.091*""I"" + 0.091*""receiv"" + 0.091*""enrol"" + 0.091*""confirm"" + 0.091*""class"" + 0.091*""sign"" + 0.091*""Is"" + 0.091*""mistak"" + 0.091*""phillip""'), (10, '0.091*""susan"" + 0.091*""I"" + 0.091*""receiv"" + 0.091*""enrol"" + 0.091*""confirm"" + 0.091*""class"" + 0.091*""sign"" + 0.091*""Is"" + 0.091*""mistak"" + 0.091*""phillip""'), (8, '0.615*""allen"" + 0.038*""susan"" + 0.038*""I"" + 0.038*""receiv"" + 0.038*""enrol"" + 0.038*""confirm"" + 0.038*""class"" + 0.038*""sign"" + 0.038*""Is"" + 0.038*""mistak""'), (4, '0.615*""confirm"" + 0.038*""susan"" + 0.038*""I"" + 0.038*""receiv"" + 0.038*""enrol"" + 0.038*""class"" + 0.038*""sign"" + 0.038*""Is"" + 0.038*""mistak"" + 0.038*""phillip""'), (13, '0.091*""susan"" + 0.091*""I"" + 0.091*""receiv"" + 0.091*""enrol"" + 0.091*""confirm"" + 0.091*""class"" + 0.091*""sign"" + 0.091*""Is"" + 0.091*""mistak"" + 0.091*""phillip""'), (2, '0.615*""sign"" + 0.039*""I"" + 0.038*""susan"" + 0.038*""receiv"" + 0.038*""enrol"" + 0.038*""confirm"" + 0.038*""class"" + 0.038*""Is"" + 0.038*""mistak"" + 0.038*""phillip""'), (3, '0.091*""susan"" + 0.091*""I"" + 0.091*""receiv"" + 0.091*""enrol"" + 0.091*""confirm"" + 0.091*""class"" + 0.091*""sign"" + 0.091*""Is"" + 0.091*""mistak"" + 0.091*""phillip""'), (9, '0.756*""I"" + 0.024*""susan"" + 0.024*""receiv"" + 0.024*""enrol"" + 0.024*""confirm"" + 0.024*""class"" + 0.024*""sign"" + 0.024*""Is"" + 0.024*""mistak"" + 0.024*""phillip""'), (5, '0.615*""susan"" + 0.038*""I"" + 0.038*""receiv"" + 0.038*""enrol"" + 0.038*""confirm"" + 0.038*""class"" + 0.038*""sign"" + 0.038*""Is"" + 0.038*""mistak"" + 0.038*""phillip""'), (11, '0.615*""Is"" + 0.038*""susan"" + 0.038*""I"" + 0.038*""receiv"" + 0.038*""enrol"" + 0.038*""confirm"" + 0.038*""class"" + 0.038*""sign"" + 0.038*""mistak"" + 0.038*""phillip""')]"
865,866,"['transwestern', 'pipelin', 'Co', 'post', 'new', 'notic', 'sinc', 'last', 'check', '12122000', '64801', 'PM', 'newest', 'notic', 'look', 'like', 'capac', 'constraint', 'dec', '12', '2000', '924pm', 'dec', '13', '2000', '900am', 'dec', '14', '2000', '859am', '2236', 'alloc', 'san', 'juan', 'later', 'pleas', 'click', 'follow', 'go', 'web', 'site', 'detail', 'httpiosetsenroncominfopostingssharedetnoncriticalnoticeaspcompani', '60']","[(8, '0.403*""2000"" + 0.140*""detail"" + 0.140*""go"" + 0.009*""san"" + 0.009*""pleas"" + 0.009*""900am"" + 0.009*""14"" + 0.009*""859am"" + 0.009*""2236"" + 0.009*""alloc""'), (12, '0.162*""juan"" + 0.162*""follow"" + 0.162*""pipelin"" + 0.162*""site"" + 0.010*""900am"" + 0.010*""14"" + 0.010*""859am"" + 0.010*""2236"" + 0.010*""alloc"" + 0.010*""san""'), (14, '0.232*""httpiosetsenroncominfopostingssharedetnoncriticalnoticeaspcompani"" + 0.232*""capac"" + 0.014*""juan"" + 0.014*""pleas"" + 0.014*""14"" + 0.014*""859am"" + 0.014*""2236"" + 0.014*""alloc"" + 0.014*""san"" + 0.014*""13""'), (9, '0.232*""12"" + 0.232*""newest"" + 0.015*""2000"" + 0.014*""juan"" + 0.014*""pleas"" + 0.014*""14"" + 0.014*""859am"" + 0.014*""2236"" + 0.014*""alloc"" + 0.014*""san""'), (13, '0.140*""transwestern"" + 0.140*""900am"" + 0.140*""14"" + 0.140*""look"" + 0.140*""13"" + 0.009*""2236"" + 0.009*""httpiosetsenroncominfopostingssharedetnoncriticalnoticeaspcompani"" + 0.009*""detail"" + 0.009*""859am"" + 0.009*""juan""'), (3, '0.232*""12122000"" + 0.232*""post"" + 0.014*""pleas"" + 0.014*""14"" + 0.014*""859am"" + 0.014*""2236"" + 0.014*""alloc"" + 0.014*""san"" + 0.014*""juan"" + 0.014*""later""'), (10, '0.162*""2236"" + 0.162*""pleas"" + 0.162*""new"" + 0.162*""like"" + 0.010*""click"" + 0.010*""14"" + 0.010*""859am"" + 0.010*""alloc"" + 0.010*""san"" + 0.010*""juan""'), (11, '0.026*""later"" + 0.026*""pleas"" + 0.026*""900am"" + 0.026*""14"" + 0.026*""859am"" + 0.026*""2236"" + 0.026*""alloc"" + 0.026*""san"" + 0.026*""juan"" + 0.026*""924pm""'), (4, '0.232*""64801"" + 0.232*""web"" + 0.014*""pleas"" + 0.014*""14"" + 0.014*""859am"" + 0.014*""2236"" + 0.014*""alloc"" + 0.014*""san"" + 0.014*""juan"" + 0.014*""later""'), (0, '0.190*""alloc"" + 0.190*""60"" + 0.190*""Co"" + 0.012*""2000"" + 0.012*""san"" + 0.012*""2236"" + 0.012*""juan"" + 0.012*""pleas"" + 0.012*""post"" + 0.012*""859am""')]"
